"","country","year","gdp","suicides"
"593","Canada",1995,21871,13.6266666666667
"594","Chile",1995,5695,9.07583333333333
"595","Colombia",1995,2796,4.13666666666667
"596","Costa Rica",1995,3672,6.59833333333333
"597","Croatia",1995,4978,25.4616666666667
"598","Cuba",1995,2993,29.3966666666667
"599","Czech Republic",1995,6134,22.0333333333333
"600","Denmark",1995,37841,19.9275
"601","Ecuador",1995,2453,5.685
"602","El Salvador",1995,1845,13.2658333333333
"603","Estonia",1995,3224,45.2658333333333
"604","Finland",1995,28068,27.08
"605","France",1995,29363,24.385
"606","Georgia",1995,611,3.395
"607","Germany",1995,33420,19.465
"608","Greece",1995,13550,4.14
"609","Grenada",1995,3869,4.32916666666667
"610","Guatemala",1995,1696,2.84416666666667
"611","Guyana",1995,939,17.3933333333333
"612","Hungary",1995,4767,41.1183333333333
"613","Iceland",1995,28680,10.805
"614","Ireland",1995,20689,11.9866666666667
"615","Israel",1995,20159,10.6191666666667
"616","Italy",1995,21625,9.83416666666667
"617","Japan",1995,46043,19.0108333333333
"618","Kazakhstan",1995,1359,37.8891666666667
"619","Kiribati",1995,855,4.72583333333333
"620","Kuwait",1995,17995,1.06166666666667
"621","Kyrgyzstan",1995,425,19.9808333333333
"622","Latvia",1995,2438,45.4683333333333
"623","Lithuania",1995,2324,53.275
"624","Luxembourg",1995,56499,17.5066666666667
"625","Malta",1995,9974,3.91833333333333
"626","Mauritius",1995,4115,15.2208333333333
"627","Mexico",1995,4505,4.92416666666667
"628","Netherlands",1995,30850,10.4183333333333
"629","New Zealand",1995,18945,16.6183333333333
"630","Norway",1995,37483,13.0291666666667
"631","Paraguay",1995,2223,3.36083333333333
"632","Poland",1995,3937,15.1416666666667
"633","Portugal",1995,12469,10.7441666666667
"634","Puerto Rico",1995,12636,10.0725
"635","Qatar",1995,17559,0
"636","Republic of Korea",1995,13217,14.94
"637","Romania",1995,1756,13.015
"638","Russian Federation",1995,2844,45.615
"639","Saint Lucia",1995,4947,6.80916666666667
"640","Saint Vincent and Grenadines",1995,3293,7.1175
"641","Singapore",1995,31783,23.5633333333333
"642","Slovakia",1995,5141,16.5583333333333
"643","Slovenia",1995,11291,32.8225
"644","Spain",1995,16444,10.3175
"645","Suriname",1995,1782,15.21
"646","Sweden",1995,32072,15.9766666666667
"647","Switzerland",1995,51774,23.5891666666667
"648","Thailand",1995,3114,7.79333333333333
"649","Trinidad and Tobago",1995,4637,20.2441666666667
"650","Turkmenistan",1995,650,7.53666666666667
"651","Ukraine",1995,996,33.0558333333333
"652","United Kingdom",1995,24389,7.695
"653","United States",1995,31518,14.4241666666667
"654","Uruguay",1995,6555,19.8283333333333
"655","Uzbekistan",1995,681,9.275
"656","Albania",1996,1127,3.635
"657","Argentina",1996,8563,9.83583333333333
"658","Armenia",1996,458,3.0875
"659","Australia",1996,23526,14.6116666666667
"660","Austria",1996,31660,28.5541666666667
"661","Azerbaijan",1996,476,1.48583333333333
"662","Bahamas",1996,14297,0.818333333333333
"663","Belarus",1996,1524,37.9758333333333
"664","Belgium",1996,29438,22.295
"665","Belize",1996,3545,5.1075
"666","Brazil",1996,5771,6.11083333333333
"667","Bulgaria",1996,1270,24.6833333333333
"668","Canada",1996,22686,13.5741666666667
"669","Chile",1996,5946,7.97583333333333
"670","Colombia",1996,2883,4.43083333333333
"671","Costa Rica",1996,3639,7.905
"672","Croatia",1996,5610,27.8991666666667
"673","Cuba",1996,2443,26.3525
"674","Czech Republic",1996,6861,20.29
"675","Denmark",1996,38158,19.13
"676","Ecuador",1996,2474,6.36166666666667
"677","El Salvador",1996,1959,12.0966666666667
"678","Estonia",1996,3536,44.06
"679","Finland",1996,27508,24.1375
"680","France",1996,29305,22.6016666666667
"681","Georgia",1996,718,4.975
"682","Germany",1996,32147,18.035
"683","Greece",1996,14330,3.76083333333333
"684","Grenada",1996,4087,0.996666666666667
"685","Guatemala",1996,1775,2.50416666666667
"686","Guyana",1996,1070,10.6925
"687","Hungary",1996,4792,40.2283333333333
"688","Iceland",1996,29740,14.7791666666667
"689","Ireland",1996,22478,12.1283333333333
"690","Israel",1996,21545,9.20916666666667
"691","Italy",1996,24172,9.62083333333333
"692","Japan",1996,40693,19.04
"693","Kazakhstan",1996,1452,37.7366666666667
"694","Kiribati",1996,991,6.44583333333333
"695","Kuwait",1996,20076,1.5275
"696","Kyrgyzstan",1996,459,17.2116666666667
"697","Latvia",1996,2526,41.0008333333333
"698","Lithuania",1996,2484,49.6341666666667
"699","Luxembourg",1996,56169,19.1041666666667
"700","Malta",1996,10254,3.9525
"701","Mauritius",1996,4444,13.845
"702","Mexico",1996,4904,4.69416666666667
"703","Netherlands",1996,30625,11.2558333333333
"704","New Zealand",1996,20434,16.2608333333333
"705","Norway",1996,40098,12.8275
"706","Panama",1996,3992,5.53166666666667
"707","Paraguay",1996,2341,2.78833333333333
"708","Poland",1996,4413,14.8508333333333
"709","Portugal",1996,12887,9.6475
"710","Puerto Rico",1996,13328,11.6508333333333
"711","Republic of Korea",1996,14071,18.0825
"712","Romania",1996,1738,13.3316666666667
"713","Russian Federation",1996,2813,43.8566666666667
"714","Saint Lucia",1996,5031,5.08583333333333
"715","Saint Vincent and Grenadines",1996,3450,7.08833333333333
"716","Singapore",1996,34148,17.4116666666667
"717","Slovakia",1996,5529,14.5416666666667
"718","Slovenia",1996,11346,35.0925
"719","South Africa",1996,3908,0.669166666666667
"720","Spain",1996,17166,10.5441666666667
"721","Sri Lanka",1996,834,32.9758333333333
"722","Suriname",1996,2174,7.0225
"723","Sweden",1996,34819,14.8533333333333
"724","Switzerland",1996,49621,23.3241666666667
"725","Thailand",1996,3324,7.75416666666667
"726","Trinidad and Tobago",1996,4982,16.3633333333333
"727","Turkmenistan",1996,608,8.63666666666667
"728","Ukraine",1996,925,33.6183333333333
"729","United Kingdom",1996,25609,7.36
"730","United States",1996,32928,13.8708333333333
"731","Uruguay",1996,6914,15.6608333333333
"732","Uzbekistan",1996,703,10.4216666666667
"733","Albania",1997,793,6.4525
"734","Argentina",1997,9057,9.28333333333333
"735","Armenia",1997,465,2.68583333333333
"736","Australia",1997,25234,15.5775
"737","Austria",1997,28325,24.7916666666667
"738","Azerbaijan",1997,590,1.54916666666667
"739","Bahamas",1997,24740,0.595833333333333
"740","Bahrain",1997,11985,0
"741","Belarus",1997,1458,37.2083333333333
"742","Belgium",1997,26609,23.7283333333333
"743","Belize",1997,3487,0.480833333333333
"744","Brazil",1997,5891,6.4
"745","Bulgaria",1997,1411,23.03
"746","Canada",1997,23245,12.6191666666667
"747","Chile",1997,6368,8.34416666666667
"748","Colombia",1997,3106,4.3975
"749","Costa Rica",1997,3827,6.71916666666667
"750","Croatia",1997,5546,26.1416666666667
"751","Cuba",1997,2472,26.45
"752","Czech Republic",1997,6314,19.5108333333333
"753","Denmark",1997,35148,18.205
"754","Ecuador",1997,2701,5.585
"755","El Salvador",1997,2065,11.6666666666667
"756","Estonia",1997,3806,41.8383333333333
"757","Finland",1997,26296,25.8625
"758","France",1997,26394,22.1941666666667
"759","Georgia",1997,828,5.05416666666667
"760","Germany",1997,28420,17.58
"761","Greece",1997,13968,3.97166666666667
"762","Guatemala",1997,1967,2.20916666666667
"763","Guyana",1997,1139,6.8875
"764","Hungary",1997,4856,39.2033333333333
"765","Iceland",1997,30326,13.6683333333333
"766","Ireland",1997,24259,13.0125
"767","Israel",1997,21921,10.5483333333333
"768","Italy",1997,22869,9.75333333333333
"769","Japan",1997,37080,19.7816666666667
"770","Kazakhstan",1997,1540,36.145
"771","Kiribati",1997,988,6.33833333333333
"772","Kuwait",1997,18766,1.66166666666667
"773","Kyrgyzstan",1997,435,15.9041666666667
"774","Latvia",1997,2771,41.0475
"775","Lithuania",1997,3008,47.12
"776","Luxembourg",1997,50260,25.6333333333333
"777","Malta",1997,10575,5.89
"778","Mauritius",1997,4139,11.9641666666667
"779","Mexico",1997,5864,4.75583333333333
"780","Netherlands",1997,28156,11.3808333333333
"781","New Zealand",1997,19041,16.5233333333333
"782","Norway",1997,39335,13.2175
"783","Panama",1997,4227,6.9325
"784","Paraguay",1997,2326,2.965
"785","Philippines",1997,1312,1.68666666666667
"786","Portugal",1997,12237,8.515
"787","Puerto Rico",1997,14037,8.27166666666667
"788","Republic of Korea",1997,12978,18.9
"789","Romania",1997,1677,13.4666666666667
"790","Russian Federation",1997,2907,42.3408333333333
"791","Saint Lucia",1997,5053,9.795
"792","Saint Vincent and Grenadines",1997,3613,2.50166666666667
"793","Singapore",1997,34779,17.2208333333333
"794","Slovakia",1997,5468,13.675
"795","Slovenia",1997,11014,34.175
"796","South Africa",1997,3960,0.4125
"797","Spain",1997,15738,10.9433333333333
"798","Sri Lanka",1997,900,39.3416666666667
"799","Suriname",1997,2314,9.64083333333333
"800","Sweden",1997,31821,13.9325
"801","Switzerland",1997,42923,22.2308333333333
"802","Thailand",1997,2689,7.1975
"803","Trinidad and Tobago",1997,4937,15.7825
"804","Turkmenistan",1997,612,8.41416666666667
"805","Ukraine",1997,1046,32.9725
"806","United Kingdom",1997,28091,7.39833333333333
"807","United States",1997,34644,13.4966666666667
"808","Uruguay",1997,8012,19.4925
"809","Uzbekistan",1997,724,9.215
"810","Albania",1998,899,5.54333333333333
"811","Antigua and Barbuda",1998,10078,0
"812","Argentina",1998,9126,9.74416666666667
"813","Armenia",1998,532,2.285
"814","Australia",1998,22897,14.7008333333333
"815","Austria",1998,28972,24.115
"816","Azerbaijan",1998,631,0.889166666666667
"817","Bahamas",1998,26269,0.924166666666667
"818","Bahrain",1998,11325,0
"819","Belarus",1998,1570,37.97
"820","Belgium",1998,27087,22.0616666666667
"821","Belize",1998,3531,6.815
"822","Brazil",1998,5663,6.25416666666667
"823","Bulgaria",1998,1852,25.3841666666667
"824","Canada",1998,22268,12.51
"825","Chile",1998,6023,9.1475
"826","Colombia",1998,2814,6.80666666666667
"827","Costa Rica",1998,4046,7.67416666666667
"828","Croatia",1998,6015,28.6916666666667
"829","Cuba",1998,2497,27.2483333333333
"830","Czech Republic",1998,6779,18.8916666666667
"831","Denmark",1998,35710,15.7233333333333
"832","Ecuador",1998,2626,5.1725
"833","El Salvador",1998,2185,10.2358333333333
"834","Estonia",1998,4250,35.6266666666667
"835","Finland",1998,27646,25.1191666666667
"836","France",1998,27190,21.1375
"837","Georgia",1998,858,4.10833333333333
"838","Germany",1998,28733,16.7091666666667
"839","Greece",1998,14008,4.0225
"840","Guatemala",1998,2091,3.08833333333333
"841","Guyana",1998,1092,5.405
"842","Hungary",1998,5010,36.3983333333333
"843","Iceland",1998,33513,11.7575
"844","Ireland",1998,26115,13.5141666666667
"845","Israel",1998,21637,8.3425
"846","Italy",1998,23342,9.48666666666667
"847","Japan",1998,33791,25.55
"848","Kazakhstan",1998,1599,36.71
"849","Kiribati",1998,939,4.20416666666667
"850","Kuwait",1998,14209,1.35083333333333
"851","Kyrgyzstan",1998,398,15.4116666666667
"852","Latvia",1998,3061,36.82
"853","Lithuania",1998,3354,47.1966666666667
"854","Luxembourg",1998,50788,16.7708333333333
"855","Malta",1998,11103,2.5525
"856","Mauritius",1998,4063,12.8975
"857","Mexico",1998,6064,4.73666666666667
"858","Netherlands",1998,29351,10.7083333333333
"859","New Zealand",1998,16052,16.7558333333333
"860","Norway",1998,37334,12.805
"861","Panama",1998,4488,6.39083333333333
"862","Paraguay",1998,2057,4.04583333333333
"863","Philippines",1998,1124,1.8375
"864","Portugal",1998,12892,7.255
"865","Puerto Rico",1998,15610,10.9225
"866","Republic of Korea",1998,8624,25.1933333333333
"867","Romania",1998,1967,13.4408333333333
"868","Russian Federation",1998,1948,39.5616666666667
"869","Saint Lucia",1998,5407,9.91916666666667
"870","Saint Vincent and Grenadines",1998,3874,16.2016666666667
"871","Serbia",1998,2547,25.5875
"872","Singapore",1998,29150,17.9466666666667
"873","Slovakia",1998,5871,13.4866666666667
"874","Slovenia",1998,11767,34.4666666666667
"875","South Africa",1998,3512,0.641666666666667
"876","Spain",1998,16473,10.3366666666667
"877","Sri Lanka",1998,935,37.5958333333333
"878","Suriname",1998,2318,8.49583333333333
"879","Sweden",1998,31966,14.65
"880","Switzerland",1998,43872,22.785
"881","Thailand",1998,2005,8.29666666666667
"882","Trinidad and Tobago",1998,5175,16.3366666666667
"883","Turkmenistan",1998,636,11.375
"884","Ukraine",1998,879,32.5125
"885","United Kingdom",1998,29508,7.56333333333333
"886","United States",1998,36164,13.3758333333333
"887","Uruguay",1998,8420,22.0066666666667
"888","Uzbekistan",1998,719,9.025
"889","Albania",1999,1127,5.8175
"890","Antigua and Barbuda",1999,10378,0
"891","Argentina",1999,8546,9.76583333333333
"892","Armenia",1999,515,2.05666666666667
"893","Aruba",1999,21027,9.6225
"894","Australia",1999,22016,13.9291666666667
"895","Austria",1999,28722,23.3583333333333
"896","Azerbaijan",1999,645,0.715
"897","Bahamas",1999,29019,1.91333333333333
"898","Bahrain",1999,11703,1.87166666666667
"899","Belarus",1999,1269,37.53
"900","Belgium",1999,26969,19.225
"901","Belize",1999,3615,6.97666666666667
"902","Brazil",1999,3864,5.6375
"903","Bulgaria",1999,1715,20.8925
"904","Canada",1999,23572,13.2033333333333
"905","Chile",1999,5470,9.32166666666667
"906","Colombia",1999,2419,7.00833333333333
"907","Costa Rica",1999,4115,7.08833333333333
"908","Croatia",1999,5459,27.2733333333333
"909","Cuba",1999,2741,25.51
"910","Cyprus",1999,12389,0.130833333333333
"911","Czech Republic",1999,6606,19.7441666666667
"912","Denmark",1999,35763,15.2575
"913","Ecuador",1999,1805,5.99416666666667
"914","El Salvador",1999,2229,10.6633333333333
"915","Estonia",1999,4361,40.5391666666667
"916","Finland",1999,27800,23.5925
"917","France",1999,27118,20.4858333333333
"918","Georgia",1999,669,5.715
"919","Germany",1999,28154,15.77
"920","Greece",1999,13756,3.81166666666667
"921","Guatemala",1999,1926,3.04166666666667
"922","Guyana",1999,1057,26.135
"923","Hungary",1999,5147,40.3233333333333
"924","Iceland",1999,34858,10.7433333333333
"925","Ireland",1999,28344,11.7683333333333
"926","Israel",1999,21319,8.54833333333333
"927","Italy",1999,23002,8.31
"928","Japan",1999,38164,24.9083333333333
"929","Kazakhstan",1999,1225,33.9775
"930","Kiribati",1999,973,0
"931","Kuwait",1999,15864,1.40166666666667
"932","Kyrgyzstan",1999,291,15.9533333333333
"933","Latvia",1999,3228,35.0341666666667
"934","Lithuania",1999,3292,46.7941666666667
"935","Luxembourg",1999,55054,17.6658333333333
"936","Malta",1999,11607,7.64666666666667
"937","Mauritius",1999,4117,15.5033333333333
"938","Mexico",1999,6800,4.57416666666667
"939","Netherlands",1999,29799,10.2633333333333
"940","New Zealand",1999,16556,14.7333333333333
"941","Norway",1999,39013,13.6108333333333
"942","Panama",1999,4606,6.46916666666667
"943","Paraguay",1999,1868,3.70166666666667
"944","Philippines",1999,1262,2.07333333333333
"945","Poland",1999,4640,15.3458333333333
"946","Portugal",1999,13180,7.455
"947","Puerto Rico",1999,16560,9.77583333333333
"948","Republic of Korea",1999,11074,21.46
"949","Romania",1999,1698,13.1891666666667
"950","Russian Federation",1999,1412,42.5108333333333
"951","Saint Lucia",1999,5590,6.245
"952","Saint Vincent and Grenadines",1999,4041,5.48333333333333
"953","San Marino",1999,48255,5.3625
"954","Serbia",1999,2570,28.7275
"955","Singapore",1999,28789,13.8708333333333
"956","Slovakia",1999,5966,14.34
"957","Slovenia",1999,12041,32.78
"958","South Africa",1999,3424,0.905833333333333
"959","Spain",1999,16756,9.92333333333333
"960","Sri Lanka",1999,920,37.1033333333333
"961","Suriname",1999,2142,18.0583333333333
"962","Sweden",1999,32328,14.3866666666667
"963","Switzerland",1999,42859,20.9983333333333
"964","Thailand",1999,2203,9.08583333333333
"965","Trinidad and Tobago",1999,5803,12.11
"966","Turkmenistan",1999,619,12.0883333333333
"967","Ukraine",1999,666,31.3383333333333
"968","United Kingdom",1999,29832,7.70333333333333
"969","United States",1999,38072,12.5641666666667
"970","Uruguay",1999,7903,20.3016666666667
"971","Uzbekistan",1999,801,9.44416666666667
"972","Albania",2000,1299,2.55833333333333
"973","Antigua and Barbuda",2000,11021,3.33083333333333
"974","Argentina",2000,8462,10.9491666666667
"975","Armenia",2000,530,2.85833333333333
"976","Aruba",2000,22333,25.4441666666667
"977","Australia",2000,23219,13.1516666666667
"978","Austria",2000,25922,24.1475
"979","Azerbaijan",2000,711,1.20083333333333
"980","Bahamas",2000,29942,3.38833333333333
"981","Bahrain",2000,15345,2.7275
"982","Barbados",2000,12430,3.09416666666667
"983","Belarus",2000,1335,37.275
"984","Belgium",2000,24592,22.3166666666667
"985","Belize",2000,3960,13.4
"986","Brazil",2000,4156,5.68583333333333
"987","Bulgaria",2000,1680,21.6016666666667
"988","Canada",2000,25589,11.5833333333333
"989","Chile",2000,5584,12.4316666666667
"990","Colombia",2000,2755,7.48166666666667
"991","Costa Rica",2000,4233,7.3575
"992","Croatia",2000,5288,26.8958333333333
"993","Cuba",2000,2940,22.7308333333333
"994","Cyprus",2000,11635,0.696666666666667
"995","Czech Republic",2000,6278,18.8866666666667
"996","Denmark",2000,32841,15.0891666666667
"997","Ecuador",2000,1650,4.76416666666667
"998","El Salvador",2000,2303,9.2125
"999","Estonia",2000,4262,30.3866666666667
"1000","Finland",2000,25716,22.1375
"1001","France",2000,24648,21.4358333333333
"1002","Georgia",2000,734,3.88666666666667
"1003","Germany",2000,24922,15.4625
"1004","Greece",2000,12509,3.73833333333333
"1005","Guatemala",2000,1977,2.285
"1006","Hungary",2000,4966,38.7133333333333
"1007","Iceland",2000,34372,17.3325
"1008","Ireland",2000,28340,11.8633333333333
"1009","Israel",2000,23451,9.04666666666667
"1010","Italy",2000,21027,8.26833333333333
"1011","Jamaica",2000,3795,0.0966666666666667
"1012","Japan",2000,40813,23.21
"1013","Kazakhstan",2000,1328,35.5041666666667
"1014","Kiribati",2000,928,0
"1015","Kuwait",2000,19112,1.26916666666667
"1016","Kyrgyzstan",2000,313,15.2191666666667
"1017","Latvia",2000,3494,37.7666666666667
"1018","Lithuania",2000,3481,47.65
"1019","Luxembourg",2000,51841,18.5533333333333
"1020","Maldives",2000,2524,0
"1021","Malta",2000,11873,6.50416666666667
"1022","Mauritius",2000,4339,11.735
"1023","Mexico",2000,7892,4.57416666666667
"1024","Montenegro",2000,1701,0
"1025","Netherlands",2000,27644,9.91583333333333
"1026","New Zealand",2000,14725,13.1283333333333
"1027","Norway",2000,41099,12.5275
"1028","Panama",2000,4577,7.13166666666667
"1029","Paraguay",2000,1782,3.565
"1030","Philippines",2000,1205,2.68416666666667
"1031","Poland",2000,4744,15.9175
"1032","Portugal",2000,12152,7.15666666666667
"1033","Puerto Rico",2000,17569,9.02166666666667
"1034","Republic of Korea",2000,12686,20.7158333333333
"1035","Romania",2000,1758,13.2658333333333
"1036","Russian Federation",2000,1879,42.0391666666667
"1037","Saint Lucia",2000,5557,16.4883333333333
"1038","Saint Vincent and Grenadines",2000,4087,3.67583333333333
"1039","San Marino",2000,43435,3.93833333333333
"1040","Serbia",2000,915,27.0133333333333
"1041","Singapore",2000,31446,13.695
"1042","Slovakia",2000,5696,15.0066666666667
"1043","Slovenia",2000,10783,33.6766666666667
"1044","South Africa",2000,3361,0.795
"1045","Spain",2000,15538,10.1841666666667
"1046","Sri Lanka",2000,953,35.6075
"1047","Suriname",2000,2129,10.6608333333333
"1048","Sweden",2000,30896,13.5416666666667
"1049","Switzerland",2000,39952,22.1833333333333
"1050","Thailand",2000,2169,8.84166666666667
"1051","Trinidad and Tobago",2000,6920,16.5266666666667
"1052","Turkmenistan",2000,721,9.34416666666667
"1053","Ukraine",2000,663,31.4325
"1054","United Kingdom",2000,29358,7.2775
"1055","United States",2000,39218,12.215
"1056","Uruguay",2000,7483,22.8558333333333
"1057","Uzbekistan",2000,632,10.0258333333333
"1058","Albania",2001,1451,4.21833333333333
"1059","Antigua and Barbuda",2001,10468,1.62083333333333
"1060","Argentina",2001,7900,11.9633333333333
"1061","Armenia",2001,587,2.48166666666667
"1062","Aruba",2001,22317,2.27333333333333
"1063","Australia",2001,20860,13.2325
"1064","Austria",2001,25848,21.8258333333333
"1065","Azerbaijan",2001,759,5.00416666666667
"1066","Bahamas",2001,30122,0.223333333333333
"1067","Bahrain",2001,14383,2.555
"1068","Barbados",2001,12348,0.720833333333333
"1069","Belarus",2001,1299,34.9708333333333
"1070","Belgium",2001,24494,21.7683333333333
"1071","Belize",2001,4013,12.6416666666667
"1072","Brazil",2001,3492,6.12416666666667
"1073","Bulgaria",2001,1854,20.385
"1074","Canada",2001,25165,11.4525
"1075","Chile",2001,5020,12.2983333333333
"1076","Colombia",2001,2662,7.35583333333333
"1077","Costa Rica",2001,4412,6.33583333333333
"1078","Croatia",2001,5571,23.9616666666667
"1079","Cuba",2001,3037,20.3758333333333
"1080","Czech Republic",2001,6863,18.41
"1081","Denmark",2001,32837,15.5141666666667
"1082","Ecuador",2001,2160,5.60333333333333
"1083","El Salvador",2001,2373,10.8091666666667
"1084","Estonia",2001,4711,30.9733333333333
"1085","Fiji",2001,2307,4.57916666666667
"1086","Finland",2001,26383,22.2658333333333
"1087","France",2001,24796,19.995
"1088","Georgia",2001,777,2.9325
"1089","Germany",2001,24874,15.4816666666667
"1090","Greece",2001,13043,3.23416666666667
"1091","Grenada",2001,5693,0
"1092","Guatemala",2001,1867,2.54916666666667
"1093","Guyana",2001,1054,31.73
"1094","Hungary",2001,5546,34.0816666666667
"1095","Iceland",2001,30850,13.5883333333333
"1096","Ireland",2001,30536,12.4141666666667
"1097","Israel",2001,22623,9.01916666666667
"1098","Italy",2001,21392,7.98916666666667
"1099","Jamaica",2001,3838,0.233333333333333
"1100","Japan",2001,35843,22.2633333333333
"1101","Kazakhstan",2001,1608,35.2075
"1102","Kiribati",2001,854,0
"1103","Kuwait",2001,17116,0.760833333333333
"1104","Kyrgyzstan",2001,345,16.1083333333333
"1105","Latvia",2001,3724,31.9575
"1106","Lithuania",2001,3719,47.415
"1107","Luxembourg",2001,51391,19.985
"1108","Maldives",2001,3406,9.2075
"1109","Malta",2001,11691,7.1075
"1110","Mauritius",2001,4244,10.1533333333333
"1111","Mexico",2001,8311,5.275
"1112","Montenegro",2001,2004,0
"1113","Netherlands",2001,28366,9.69166666666667
"1114","New Zealand",2001,14968,14.9916666666667
"1115","Norway",2001,41281,12.8575
"1116","Panama",2001,4558,7.23083333333333
"1117","Paraguay",2001,1630,4.71
"1118","Philippines",2001,1109,2.25666666666667
"1119","Poland",2001,5249,15.0541666666667
"1120","Portugal",2001,12391,9.64416666666667
"1121","Puerto Rico",2001,19649,8.9075
"1122","Qatar",2001,32510,2.275
"1123","Republic of Korea",2001,11922,22.795
"1124","Romania",2001,1914,12.4258333333333
"1125","Russian Federation",2001,2229,42.0541666666667
"1126","Saint Lucia",2001,5195,4.92333333333333
"1127","Saint Vincent and Grenadines",2001,4418,13.3883333333333
"1128","Serbia",2001,1718,24.75
"1129","Seychelles",2001,8257,7.2975
"1130","Singapore",2001,28774,13.9833333333333
"1131","Slovakia",2001,6020,14.3233333333333
"1132","Slovenia",2001,10979,35.2833333333333
"1133","South Africa",2001,2953,1.03583333333333
"1134","Spain",2001,16169,9.36666666666667
"1135","Sri Lanka",2001,912,29.8383333333333
"1136","Suriname",2001,1798,18.1741666666667
"1137","Sweden",2001,28429,13.9575
"1138","Switzerland",2001,40582,21.8075
"1139","Trinidad and Tobago",2001,7458,17.1108333333333
"1140","Turkmenistan",2001,863,11.1216666666667
"1141","Ukraine",2001,812,29.0116666666667
"1142","United Kingdom",2001,29179,7.095
"1143","United States",2001,40018,12.3516666666667
"1144","Uruguay",2001,6827,19.6766666666667
"1145","Uzbekistan",2001,513,9.66
"1146","Albania",2002,1573,5.20916666666667
"1147","Antigua and Barbuda",2002,10499,0
"1148","Argentina",2002,2840,11.6183333333333
"1149","Armenia",2002,788,3.1725
"1150","Aruba",2002,21987,10.5383333333333
"1151","Australia",2002,21474,12.0566666666667
"1152","Austria",2002,27772,23.0766666666667
"1153","Azerbaijan",2002,820,1.61833333333333
"1154","Bahamas",2002,31432,0.830833333333333
"1155","Bahrain",2002,14572,2.30666666666667
"1156","Barbados",2002,12511,0
"1157","Belarus",2002,1541,34.25
"1158","Belgium",2002,26526,20.655
"1159","Belize",2002,4161,5.80166666666667
"1160","Brazil",2002,3121,5.81416666666667
"1161","Bulgaria",2002,2157,20.6125
"1162","Canada",2002,25570,11.4775
"1163","Chile",2002,4866,12.44
"1164","Colombia",2002,2613,6.78166666666667
"1165","Costa Rica",2002,4485,7.96833333333333
"1166","Croatia",2002,6373,25.3433333333333
"1167","Cuba",2002,3205,20.035
"1168","Czech Republic",2002,8399,17.6791666666667
"1169","Denmark",2002,35435,14.7091666666667
"1170","Ecuador",2002,2472,5.11833333333333
"1171","El Salvador",2002,2421,9.4325
"1172","Estonia",2002,5561,29.8583333333333
"1173","Fiji",2002,2548,9.21166666666667
